# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=19
# stan_version_patch=1
# init=random
# enable_random_init=0
# seed=2136375713
# chain_id=3
# iter=1000
# warmup=500
# save_warmup=1
# thin=1
# refresh=100
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=results_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta0,betas.1,logit_rho,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,phi.16,phi.17,phi.18,phi.19,phi.20,phi.21,phi.22,phi.23,phi.24,phi.25,phi.26,phi.27,phi.28,phi.29,phi.30,phi.31,phi.32,phi.33,phi.34,phi.35,phi.36,phi.37,phi.38,phi.39,phi.40,phi.41,phi.42,phi.43,phi.44,phi.45,phi.46,phi.47,phi.48,phi.49,phi.50,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta.28,theta.29,theta.30,theta.31,theta.32,theta.33,theta.34,theta.35,theta.36,theta.37,theta.38,theta.39,theta.40,theta.41,theta.42,theta.43,theta.44,theta.45,theta.46,theta.47,theta.48,theta.49,theta.50,sigma,rho,convolved_re.1,convolved_re.2,convolved_re.3,convolved_re.4,convolved_re.5,convolved_re.6,convolved_re.7,convolved_re.8,convolved_re.9,convolved_re.10,convolved_re.11,convolved_re.12,convolved_re.13,convolved_re.14,convolved_re.15,convolved_re.16,convolved_re.17,convolved_re.18,convolved_re.19,convolved_re.20,convolved_re.21,convolved_re.22,convolved_re.23,convolved_re.24,convolved_re.25,convolved_re.26,convolved_re.27,convolved_re.28,convolved_re.29,convolved_re.30,convolved_re.31,convolved_re.32,convolved_re.33,convolved_re.34,convolved_re.35,convolved_re.36,convolved_re.37,convolved_re.38,convolved_re.39,convolved_re.40,convolved_re.41,convolved_re.42,convolved_re.43,convolved_re.44,convolved_re.45,convolved_re.46,convolved_re.47,convolved_re.48,convolved_re.49,convolved_re.50
-67.5422,0.970757,0.00412603,10,1023,0,115.554,0.373655,0.00649013,0.890666,15.9525,32.6874,-51.7185,15.1815,25.3811,-30.5532,-22.4482,13.3571,-49.3129,-14.5594,4.68351,-25.8284,-4.99001,22.1664,27.4515,-7.30709,-6.81208,5.22557,-3.95852,21.5456,-16.2131,36.5127,3.89925,-22.0316,-0.615665,-7.78935,-1.55218,16.8338,18.6472,8.32252,-0.18133,-26.4663,-38.8267,-54.9638,-35.0426,43.4426,-76.2254,40.3605,19.2307,-62.8111,47.3468,-1.24744,13.8979,-7.82093,20.2334,51.6043,2.65105,3.70735,-6.69827,65.5953,-0.378778,-0.414514,-0.342463,0.414495,0.576935,-0.569913,1.08608,-0.297093,0.313779,-0.944964,-0.00574495,2.04076,0.686247,0.675714,0.174654,1.28038,-0.70155,-1.541,1.15752,0.2698,1.6609,-1.3954,-1.05457,-0.0709751,1.37326,1.2323,0.924807,0.213634,-0.205082,1.03244,0.570905,0.115796,-0.290923,0.570239,-0.0117345,-0.76297,-0.610766,1.16505,0.33422,0.515727,1.34779,0.246686,1.50606,-0.800646,-0.368296,0.113175,1.03468,1.34448,0.523378,0.103743,0.00207568,0.709028,9.29395,19.2388,-30.9785,9.2628,15.4234,-18.4991,-12.78,7.79267,-29.1922,-9.17853,2.78551,-14.2777,-2.60093,13.5626,16.4392,-3.66006,-4.43441,2.28011,-1.73256,12.974,-8.7575,20.9873,1.7528,-13.1561,0.374188,-3.97314,-0.425325,10.1383,10.9921,5.51223,0.199991,-15.6959,-23.2748,-32.4184,-20.8711,25.4547,-45.7148,24.6595,11.6304,-37.1202,28.9178,-0.60967,9.08734,-5.08855,11.8485,30.7868,2.13659,2.93263,-3.7059,39.1121
-71.9974,0.982139,0.00654417,10,1023,0,113.482,0.349447,0.0100857,1.16224,16.8839,33.2503,-51.4619,13.0899,23.8485,-29.8112,-20.9529,12.9191,-49.8449,-14.078,4.83152,-25.5233,-7.14178,21.7545,28.043,-6.71085,-6.46757,4.39552,-3.81535,21.4596,-15.5814,35.5838,4.00892,-21.9331,0.452057,-6.11546,-2.20378,17.1914,19.0905,7.62917,0.929119,-25.5831,-39.1213,-55.6035,-33.1832,44.475,-77.4091,40.1742,18.8483,-62.9817,48.0425,-0.95393,14.1828,-8.34374,19.3447,51.9631,1.62399,3.4302,-7.91044,65.3447,0.367219,-0.283583,0.149165,0.708813,0.842257,-1.18736,0.0851049,0.763397,1.65046,-0.28623,-0.351412,2.10853,1.18153,-1.06785,1.2959,0.288922,0.222509,-0.221476,1.01444,-0.0919569,2.27587,-1.41623,-2.60682,0.592421,1.41833,-0.304235,-0.0969302,-0.193229,0.46932,-0.711053,-0.140796,0.644315,0.605882,-0.117729,-1.2734,-1.09496,-0.10873,1.32684,-0.411285,0.129697,1.35026,0.199306,-0.198569,-1.21607,-1.15229,0.211703,-1.27165,0.842103,0.742406,-0.706177,0.0047949,0.761739,10.5991,20.3819,-31.6867,8.42434,15.1291,-18.9775,-12.8895,8.34563,-29.956,-8.82789,2.81022,-14.7224,-3.83079,12.9045,17.9392,-4.00054,-3.88282,2.60457,-1.85946,13.1988,-8.50511,21.2691,1.20164,-13.2468,0.971301,-3.92263,-1.40737,10.5153,12.0107,4.36124,0.504677,-15.474,-23.8478,-34.3729,-21.1005,26.9131,-47.8258,25.441,11.4314,-38.8056,30.3083,-0.491429,8.65591,-5.7429,11.376,32.1722,0.381521,2.52798,-4.51951,39.9825
-76.9037,0.631219,0.0105946,10,1023,0,125.726,0.47114,0.00195982,-0.781016,22.7879,28.2754,-51.5945,18.3144,29.369,-36.9059,-23.7089,20.2427,-49.4669,-24.2169,5.68123,-21.786,-7.94736,23.679,26.4659,-8.32602,-11.905,0.878694,-1.0634,16.5319,-16.8406,39.8874,-1.49648,-15.4192,4.09525,-7.16871,-1.196,16.78,15.2816,6.95698,-1.26399,-23.4834,-42.0751,-57.0199,-33.5762,43.2918,-77.1406,47.5792,19.7991,-59.2526,47.4098,3.85799,16.9212,-19.4396,19.8785,51.6898,6.5831,6.53612,-8.62547,62.1453,-1.06911,-1.78205,-0.858538,0.210695,0.201854,1.48931,0.475515,-0.752171,-0.960244,1.28356,0.0734994,-0.813584,-0.162141,0.553496,-1.92357,-0.900191,-1.14528,-0.296275,-1.07678,1.03239,-2.1267,1.38413,2.05266,-0.330398,-1.10403,0.408681,0.192201,1.16957,-0.543225,1.47956,-0.318274,-0.80126,1.27661,0.63185,0.068008,1.89126,0.660416,-0.833197,1.05464,-0.551999,-1.44359,-1.22676,-0.501876,1.64026,1.63157,-0.220611,0.313088,-0.981463,-1.22618,0.597969,0.0256727,0.314101,8.14532,9.72956,-21.1577,7.43243,11.806,-13.3922,-9.00193,7.39915,-20.3988,-8.53402,2.31232,-9.3075,-3.28379,9.84229,8.89527,-4.0451,-5.66641,0.102851,-1.3132,7.40652,-8.43516,16.9535,1.10694,-6.38422,0.708585,-2.50247,-0.314791,7.61847,5.60613,3.98238,-0.764505,-9.96996,-15.6169,-22.0735,-13.2498,18.7227,-30.0236,18.1654,8.71975,-23.9387,17.5928,0.512913,6.29017,-6.34539,9.22901,20.3018,2.86815,1.7774,-4.43375,25.1232
-78.4014,0.938022,0.00745068,10,1023,0,132.726,-0.252177,0.0961647,-0.794821,19.4958,27.1568,-53.7088,17.82,28.0532,-33.6106,-23.2953,19.0348,-49.7371,-21.5809,2.93833,-22.0285,-9.42528,24.4065,26.9963,-11.1614,-10.2686,1.00042,-1.94094,18.7569,-17.0603,39.1202,-2.16587,-13.5039,4.88159,-4.57136,-3.08375,19.4983,14.3043,5.52596,-2.2285,-22.8672,-40.5075,-57.0005,-34.4496,42.5587,-73.066,47.3575,20.8687,-59.4357,46.9505,4.10878,20.5356,-22.197,19.2198,52.5365,6.31283,6.10954,-8.28665,61.6345,2.81253,-0.495352,-0.85029,-0.217674,-0.130039,-0.555954,-0.111392,0.300397,0.749333,1.16881,0.688921,0.711928,-1.5682,1.0472,0.219615,-0.950338,0.0725288,-1.0316,-2.33399,0.40493,0.529391,1.97883,0.835791,-1.09502,-0.535729,0.281679,-0.67713,-0.685446,-0.52278,-1.7808,-0.0502712,-0.529076,1.38069,-1.93017,0.527906,-0.0551507,0.830711,-0.62962,-2.2206,1.54142,0.320336,-1.4736,-0.989629,-1.10171,-1.60673,-0.717892,-0.024705,0.317633,1.14474,-0.491056,0.00207878,0.311135,10.0239,10.3001,-21.8895,6.84791,10.9568,-13.7181,-9.28059,7.75703,-18.9954,-7.54185,1.73073,-8.09761,-5.01909,10.4956,10.8302,-5.19103,-3.98996,-0.461619,-2.70271,7.73419,-6.28955,17.0722,-0.160572,-6.23504,1.48075,-1.56925,-1.7783,7.12164,5.20801,0.701522,-0.920689,-9.45842,-14.831,-24.0841,-13.1495,16.7402,-28.1292,18.1562,6.38799,-22.1633,18.7841,0.397532,7.2783,-9.66935,6.24713,20.1256,2.4694,2.67336,-2.31832,23.9023
-77.5526,0.986513,0.0107947,10,1023,0,134.537,0.215052,0.0250037,0.243494,13.1911,30.977,-51.9894,12.9716,24.359,-41.937,-18.6785,19.5801,-58.1186,-16.4871,6.68539,-20.8943,-12.2187,19.6758,23.7931,-13.3584,-10.8183,-5.56921,-3.00144,23.2719,-11.5555,39.5389,-0.770326,-8.60794,4.07576,-3.57938,-2.65569,21.9524,16.8356,7.65262,-3.97382,-20.4924,-43.9736,-61.8829,-39.4566,44.1556,-73.2237,48.7751,24.4287,-57.927,44.6799,7.98949,21.3651,-23.0288,11.3792,57.5048,7.98963,12.4814,-6.12773,65.025,-3.0729,0.821735,0.659319,-0.274309,0.146327,0.737849,0.501265,-0.32181,-0.872893,-1.00573,-0.720674,-0.585894,1.44232,-1.04849,-0.159398,1.26476,-0.218766,1.28539,2.10372,-0.318621,-0.736506,-2.07155,-1.13589,0.801327,0.686659,-0.291692,0.958317,0.701193,0.500062,1.43701,-0.30348,0.92016,-0.962046,2.05006,-1.0251,0.143909,-0.521064,0.583018,2.49304,-1.79939,-0.575366,1.20173,0.610265,1.17128,1.52838,0.883002,-0.380205,-0.61206,-1.03125,0.186914,0.00980281,0.560574,4.94664,16.9446,-27.0872,6.68561,12.9932,-21.7132,-9.5565,10.1528,-31.3479,-9.39532,3.06166,-11.4503,-5.51272,9.72177,12.4909,-6.23381,-5.87248,-2.09639,-0.194485,12.1094,-6.60593,19.5596,-1.1608,-4.02603,2.61298,-2.08836,-0.77072,12.0869,9.24461,5.00404,-2.305,-10.2392,-23.9183,-31.4032,-21.5687,23.4723,-39.1116,26.209,14.5857,-31.8606,23.2731,5.02643,11.7157,-11.4155,7.03755,31.0296,3.97785,6.2022,-3.92776,34.5496
-77.5526,0.00668561,0.0174183,2,5,1,122.944,0.215052,0.0250037,0.243494,13.1911,30.977,-51.9894,12.9716,24.359,-41.937,-18.6785,19.5801,-58.1186,-16.4871,6.68539,-20.8943,-12.2187,19.6758,23.7931,-13.3584,-10.8183,-5.56921,-3.00144,23.2719,-11.5555,39.5389,-0.770326,-8.60794,4.07576,-3.57938,-2.65569,21.9524,16.8356,7.65262,-3.97382,-20.4924,-43.9736,-61.8829,-39.4566,44.1556,-73.2237,48.7751,24.4287,-57.927,44.6799,7.98949,21.3651,-23.0288,11.3792,57.5048,7.98963,12.4814,-6.12773,65.025,-3.0729,0.821735,0.659319,-0.274309,0.146327,0.737849,0.501265,-0.32181,-0.872893,-1.00573,-0.720674,-0.585894,1.44232,-1.04849,-0.159398,1.26476,-0.218766,1.28539,2.10372,-0.318621,-0.736506,-2.07155,-1.13589,0.801327,0.686659,-0.291692,0.958317,0.701193,0.500062,1.43701,-0.30348,0.92016,-0.962046,2.05006,-1.0251,0.143909,-0.521064,0.583018,2.49304,-1.79939,-0.575366,1.20173,0.610265,1.17128,1.52838,0.883002,-0.380205,-0.61206,-1.03125,0.186914,0.00980281,0.560574,4.94664,16.9446,-27.0872,6.68561,12.9932,-21.7132,-9.5565,10.1528,-31.3479,-9.39532,3.06166,-11.4503,-5.51272,9.72177,12.4909,-6.23381,-5.87248,-2.09639,-0.194485,12.1094,-6.60593,19.5596,-1.1608,-4.02603,2.61298,-2.08836,-0.77072,12.0869,9.24461,5.00404,-2.305,-10.2392,-23.9183,-31.4032,-21.5687,23.4723,-39.1116,26.209,14.5857,-31.8606,23.2731,5.02643,11.7157,-11.4155,7.03755,31.0296,3.97785,6.2022,-3.92776,34.5496
-75.1995,0.994774,0.00290103,10,1023,0,116.795,0.666237,-0.0360353,-1.99376,16.2059,30.1953,-46.2496,16.1714,25.4866,-42.4507,-19.511,18.0126,-56.7291,-16.0224,6.55675,-18.5888,-12.8483,18.4498,25.0217,-14.7398,-11.7461,-6.17422,-4.81421,23.6278,-11.3613,39.9209,-0.207824,-11.4157,0.806491,-0.660535,-2.82449,18.6755,17.1125,5.04076,-4.10929,-20.59,-47.5486,-64.805,-41.8596,43.2818,-72.8392,49.29,24.7009,-60.0251,45.5486,11.2592,19.6236,-21.9666,12.6348,58.7611,7.48957,12.013,-2.17799,66.3625,2.79175,-1.1009,-0.78995,-0.677276,-1.16602,-1.40486,-1.55959,1.03536,0.510674,0.363874,0.847711,1.4006,-1.27245,1.60225,-0.361851,-1.14259,0.314862,-0.748138,-0.976867,0.28104,-0.122669,2.42244,0.971589,-0.0822441,0.31561,-0.10526,-0.289797,-0.402497,-0.121655,-0.574989,-0.176607,-0.132997,-0.0488586,-1.46339,-0.141603,-0.219782,-0.84805,0.34169,-2.72518,0.771162,-1.52085,-0.476911,-0.524814,-1.19852,-0.359568,-0.653403,1.19815,0.824689,0.525951,-0.353962,0.00976082,0.119859,6.58639,6.35916,-12.0632,3.32347,5.14535,-11.7101,-6.23955,5.38092,-13.4085,-3.581,2.40042,-3.23665,-4.3391,6.01978,5.78596,-4.68033,-2.58013,-2.21336,-2.095,6.04786,-2.8964,12.0455,0.860628,-2.87178,0.493525,-0.260453,-0.963327,4.19425,4.0751,0.694574,-1.17166,-5.16532,-11.686,-17.2375,-10.3803,10.3894,-18.627,12.387,3.49027,-13.971,9.72376,2.3089,4.3116,-6.50194,2.75573,13.772,2.95754,3.71454,-0.0397577,15.9138
-74.8466,0.974684,0.00477946,10,1023,0,132.027,0.603721,-0.0395643,1.56228,23.1924,33.6666,-47.7902,14.6718,27.4658,-39.3105,-22.0431,18.1685,-58.6627,-20.1402,2.1327,-19.79,-15.3231,18.5017,26.319,-14.031,-10.2046,-1.60166,-3.65046,25.1381,-11.1253,37.3229,-1.0767,-5.6571,1.83239,0.0759339,-6.18733,14.6816,13.7271,5.98686,-8.32019,-22.269,-50.4087,-67.0426,-41.9091,42.793,-72.7623,48.6693,30.4091,-59.1783,41.8416,13.6178,24.7954,-25.152,12.563,60.9691,9.04833,10.3712,-3.32723,68.959,-2.06336,1.10356,1.50149,0.568976,0.866845,1.57993,1.67605,-0.810901,-0.324986,-0.0156748,-1.39155,-1.53739,1.72807,-0.0815516,-0.231475,0.843517,0.0697088,0.520182,0.19381,-1.41544,0.209506,-2.20785,-1.52565,-0.805083,-1.02459,0.112729,0.0983361,1.24891,-0.728399,0.381397,0.00142509,-0.145081,0.841568,0.831868,-0.402452,1.10844,0.463437,0.123003,1.79704,-1.51235,1.06861,0.575244,1.06222,1.27923,0.328298,0.352884,0.0706782,-0.618337,-0.620302,-1.10105,0.00637678,0.826681,14.0518,22.1042,-30.1,9.66959,18.019,-24.6156,-13.4741,11.3432,-37.8504,-12.955,0.79182,-13.3634,-9.13204,11.861,16.8245,-8.66959,-6.53169,-0.813174,-2.26625,15.5724,-7.06543,23.0763,-1.32738,-3.97221,0.751521,0.0957502,-3.93699,9.95899,8.52215,4.00783,-5.34859,-14.3775,-32.0582,-42.7564,-27.1116,27.9737,-46.5871,31.3415,20.2986,-38.6763,27.3455,8.99456,16.3836,-15.638,8.21363,39.3449,5.84674,6.41039,-2.39737,43.8764
-75.0335,0.933755,0.00747215,10,1023,0,132.591,0.170605,0.065373,-1.62137,23.0315,34.033,-58.0124,15.2982,25.982,-31.3434,-26.1042,27.9303,-64.1498,-30.1593,5.138,-24.6437,-10.5835,15.306,22.7524,-1.5624,-5.57417,-3.78417,-5.87192,23.1628,-18.3263,43.0273,1.77391,-10.3923,11.3198,-10.7253,-4.97443,15.9889,5.45833,10.1366,-4.76932,-25.2282,-49.174,-67.3691,-45.7805,41.2374,-76.0406,50.8347,27.3245,-52.4727,38.6766,14.7304,25.7017,-19.3292,10.9973,64.4294,1.68779,16.8489,-0.212261,73.7266,0.0469651,1.78725,-0.412939,1.32255,1.05925,0.075195,0.391901,-1.53331,-0.143157,-0.495431,0.882864,0.825714,0.852887,-1.73697,-1.13687,1.76281,0.81188,-0.318573,0.723191,-0.925281,0.774901,-0.221899,0.324814,0.0774271,0.712611,-2.08729,0.117406,0.869732,-0.744444,-0.282958,-0.38252,0.140145,1.26062,0.391681,1.9042,-0.898545,0.942135,-1.07323,-0.711206,2.74812,0.029613,-0.660126,0.271834,0.151943,-1.27589,0.733247,0.704766,0.0440728,1.04343,-0.918145,0.0191742,0.165016,6.65853,11.4089,-17.0409,5.60279,8.43104,-8.93444,-7.14014,6.62165,-18.5574,-9.11573,2.28259,-6.32419,-2.26069,2.80934,5.4966,1.16202,-0.859264,-1.37808,-1.02583,5.80786,-4.55602,12.1565,0.806349,-2.91436,3.90269,-4.98808,-1.32159,5.38743,0.887611,2.6531,-1.71949,-7.11854,-12.9729,-18.9934,-11.4101,11.0241,-20.9812,13.6212,7.19888,-12.5612,11.1366,3.62798,7.63102,-5.41333,1.99302,19.1769,1.1288,4.88001,0.892494,20.3384
-72.9757,0.760252,0.0105847,10,1023,0,121.798,0.228519,0.0301573,-0.179689,25.5014,31.6649,-60.7222,10.95,17.5411,-40.4791,-35.529,34.9012,-67.0891,-29.7892,9.93197,-31.0392,-8.04567,16.1299,22.2228,-3.88647,-2.3263,9.37396,-0.0329608,14.1623,-20.7044,47.2438,-6.45162,-5.46175,16.0741,-15.683,-9.57536,6.98672,4.87516,11.345,1.17157,-20.1437,-52.5178,-59.0958,-50.0452,44.3843,-75.5789,58.6682,23.815,-48.7677,37.5875,9.09908,29.2862,-16.0684,11.7134,63.5227,1.9729,23.8684,0.818914,74.163,0.857189,1.35623,-0.00691654,0.415528,-0.0873942,-1.02418,0.786018,-1.74442,-0.00890085,1.25865,0.289301,2.10222,-0.478797,-1.2931,1.04638,1.05166,0.901719,-1.06281,1.15354,-0.731968,-0.164495,0.365926,-0.723772,-0.24443,-0.526428,-2.30094,-0.277834,1.24507,-1.03933,0.162296,-0.618386,0.0218919,1.31809,0.0287642,0.292914,0.305132,0.832674,-0.729413,-0.248245,2.24054,-1.15332,-1.53726,-0.161581,0.172797,-0.311778,0.410873,1.32318,1.45856,-0.561085,-1.64477,0.00388321,0.455198,12.7987,16.1075,-28.974,5.53064,8.30387,-20.0675,-16.3698,15.3628,-32.013,-13.2826,4.95181,-13.2563,-4.19178,6.74071,11.3743,-1.07789,-0.444251,3.68761,0.835714,6.21621,-9.99895,22.8088,-3.61212,-2.78607,7.27998,-9.1803,-4.77322,4.25217,1.55868,5.53218,0.102492,-9.59388,-24.082,-28.1718,-23.659,21.3998,-35.4421,27.4507,11.1783,-21.612,17.0807,3.20627,13.8524,-7.53826,5.35802,30.6083,1.91787,12.4635,-0.0234585,34.1672
-68.6608,0.999994,0.0100955,10,1023,0,112.39,1.02989,-0.0822646,0.568804,16.2449,32.7032,-74.9061,9.77381,24.2699,-43.1238,-37.9361,36.8483,-58.4213,-20.8801,8.60946,-38.1565,-12.252,11.5788,19.3689,2.51678,-6.14208,20.0378,0.876623,19.8583,-22.9682,47.8939,-3.48365,-12.8904,18.1389,-6.76103,-5.8654,9.73396,12.9984,18.2637,4.08961,-15.7197,-57.1404,-59.6993,-49.8536,30.1324,-81.5874,65.9224,12.0983,-64.4423,42.1037,1.76022,35.1507,-19.3028,11.3901,63.4337,3.47685,36.0438,-4.22202,80.393,-0.777701,-0.137099,-1.36444,0.903556,0.273119,-0.648156,0.830073,-0.174902,0.369994,-0.74978,0.132624,-0.250573,0.0960157,0.416145,-2.05982,-0.941717,-1.00083,1.07606,0.998936,-0.0926822,0.824555,-0.917607,-0.034768,0.162329,-0.722455,-0.0228749,0.161184,-0.743616,-1.46585,-0.0748553,0.0779212,0.895918,-1.06966,-0.518348,-0.202834,0.372478,2.22413,-1.42878,1.55386,0.292484,-0.655846,2.00591,0.96949,-0.0360771,-0.692869,0.780622,-0.896375,0.840071,-0.104382,-1.14428,0.00391287,0.638487,8.71103,18.3954,-43.1435,6.06563,13.8771,-24.7554,-20.9354,20.7147,-32.7865,-12.2484,4.94423,-21.7097,-6.86488,6.79243,9.70524,0.855806,-4.07213,11.9687,1.09593,11.1645,-12.4816,26.5091,-1.98922,-7.18567,9.81441,-3.83385,-3.21713,5.05274,6.46293,10.2743,2.35755,-8.34323,-32.9284,-34.0427,-28.29,17.2493,-44.7609,36.3882,7.77002,-36.2351,23.395,2.20063,20.4437,-10.9281,6.019,36.3104,1.42553,20.8705,-2.44827,44.7353
-69.5102,0.123037,0.01648,2,6,1,108.193,0.998885,-0.0810906,0.57082,16.238,32.6899,-74.883,9.76897,24.2924,-43.1112,-37.9338,36.8377,-58.4186,-20.8916,8.61316,-38.1338,-12.2334,11.57,19.3578,2.54347,-6.1284,20.0542,0.896474,19.8633,-22.9722,47.8911,-3.46717,-12.8883,18.1605,-6.76383,-5.86934,9.73893,13.0193,18.263,4.10051,-15.7486,-57.1116,-59.7113,-49.8592,30.1261,-81.5875,65.9079,12.0897,-64.4455,42.0772,1.78956,35.16,-19.3178,11.3747,63.4506,3.46179,36.0601,-4.23533,80.3954,-0.771013,-0.155571,-1.35406,0.899122,0.278479,-0.652792,0.815659,-0.164635,0.367875,-0.748431,0.127787,-0.228095,0.111246,0.4052,-2.04858,-0.93145,-0.997241,1.06685,0.995547,-0.103464,0.799873,-0.918044,-0.0551343,0.160971,-0.730523,-0.0378372,0.174403,-0.714846,-1.47164,-0.0770931,0.103183,0.911135,-1.07042,-0.518259,-0.224878,0.385846,2.24117,-1.45078,1.54466,0.277371,-0.644709,2.01498,0.972214,-0.033146,-0.684246,0.783444,-0.903065,0.846571,-0.0948779,-1.14424,0.00376471,0.638952,8.71481,18.3836,-43.1391,6.0619,13.8979,-24.7597,-20.9509,20.7225,-32.7985,-12.2581,4.94514,-21.6912,-6.84777,6.78308,9.7105,0.877942,-4.06312,11.9761,1.1049,11.165,-12.5038,26.5175,-1.99285,-7.18801,9.82578,-3.8458,-3.21269,5.07513,6.47456,10.2763,2.3797,-8.35398,-32.9239,-34.0616,-28.3167,17.2598,-44.7684,36.3809,7.7615,-36.2594,23.3956,2.22224,20.4574,-10.9387,6.01809,36.3345,1.41406,20.8907,-2.45091,44.7537
-81.6522,0.995778,0.0037947,10,1023,0,128.131,-0.399455,0.100473,0.778802,16.8296,32.319,-75.4311,8.53479,24.4115,-43.9428,-36.9583,37.9559,-57.3938,-21.14,7.9049,-37.8913,-9.91649,11.763,21.205,3.9303,-5.85537,19.6197,-0.421639,17.9146,-23.5171,47.0153,-3.8688,-12.0078,19.6974,-6.78997,-6.66785,9.41359,15.3993,18.8913,3.42631,-13.7473,-57.8115,-60.4729,-48.8992,29.8633,-80.2953,64.4061,11.1413,-64.8911,42.0197,2.16318,34.8828,-18.7761,11.4901,63.6481,2.81204,35.0461,-4.66285,77.7388,0.041587,-0.209185,-1.4187,-0.855865,0.278099,1.14559,-0.0183001,0.275243,0.703286,-0.601613,0.986406,0.496556,-1.05151,-0.162024,-0.862046,0.753716,0.489447,0.464293,0.80393,1.23938,-3.37816,-0.453135,-0.215651,0.999943,0.154449,1.68867,-3.34241,-1.13638,0.275462,0.266435,1.39258,-1.06149,0.246428,-1.47989,1.64768,-0.503515,0.895087,0.130834,0.768216,-0.0484774,-0.0450181,0.708193,-1.24116,1.53537,-0.848876,0.516717,-1.63871,0.727417,-2.34031,0.279759,0.00643094,0.685422,9.87563,18.8027,-44.9542,4.51636,14.4469,-25.0822,-21.6462,22.3744,-33.2047,-12.7131,5.1809,-21.9036,-6.39503,6.79534,11.9303,2.7236,-3.1533,11.7461,0.204069,11.1826,-15.662,27.2693,-2.38581,-6.4687,11.6178,-3.02782,-5.77813,4.87349,9.16946,11.2087,2.78687,-8.64323,-33.7055,-36.2318,-27.7022,17.2,-46.5041,37.7777,6.95317,-38.0154,24.5737,1.66357,19.7248,-10.1307,6.25036,37.5504,0.727106,20.9245,-4.04232,45.6664
-80.1704,0.999768,0.00613428,10,1023,0,135.005,0.356166,0.00437491,-0.948436,16.5756,39.2475,-77.0453,6.44537,16.5393,-43.4952,-38.6919,40.1973,-58.1895,-23.2538,12.3294,-39.1143,-11.3227,14.3265,14.5837,1.61854,-6.74247,19.6358,6.5564,22.1627,-25.4141,48.5915,-2.92589,-10.5029,17.7015,-6.25499,-5.96196,12.7836,15.3383,15.6336,-2.62492,-9.14149,-52.4394,-59.355,-52.834,24.745,-77.4343,72.5954,10.5489,-65.8214,38.9195,-1.16411,42.4121,-15.7628,3.52439,66.4129,2.85978,34.5374,-7.37887,76.0501,-0.0396969,0.106127,1.36469,0.838828,-0.0355533,-0.950635,0.306573,-0.193306,-0.174097,1.1451,-0.877991,-0.682158,2.03041,0.28963,0.503769,-0.84386,0.0184655,-0.397943,-0.860442,-1.40491,3.44963,0.574516,-0.494638,-0.914815,-0.409315,-1.37063,2.67927,0.865733,-0.526704,-0.705945,-1.73411,0.470423,-1.02227,1.87515,-1.83914,0.643697,-0.799938,-0.337382,-0.00356414,0.139015,0.217205,-0.0648173,0.828587,-1.27463,1.14104,0.0698452,1.818,-0.65578,1.95366,-0.0873496,0.000906971,0.279199,6.15943,14.7541,-27.6278,3.12035,6.1494,-17.0582,-14.1962,14.8548,-21.8892,-7.71612,3.86124,-15.1934,-2.50669,5.59871,5.87661,-0.111701,-2.50351,6.99867,1.71916,7.08789,-6.56674,18.643,-1.51315,-4.70089,6.26631,-3.50072,0.0471277,5.51135,5.28369,5.24183,-2.45301,-3.01615,-20.4609,-20.5848,-21.3018,9.79197,-29.611,26.8374,3.93835,-24.4749,14.7259,-0.489977,16.5499,-6.9716,2.28556,24.8732,2.61198,12.3475,-1.09832,28.3405
